Username,Profile URL,GitHub ID,Year_Group,Public_Repositories,Lifetime_Commits,sector_id,sector_label
Anasyaseen92,https://github.com/Anasyaseen92,180015874,2024-08,14,185,9,2024–2024
huzaifa1rehan,https://github.com/huzaifa1rehan,179625320,2024-08,8,175,9,2024–2024
Yasmeenrafique,https://github.com/Yasmeenrafique,178546172,2024-08,42,173,9,2024–2024
hasiraza,https://github.com/hasiraza,178773818,2024-08,34,170,9,2024–2024
Afza1112,https://github.com/Afza1112,179112543,2024-08,10,160,9,2024–2024
M-Laheem-Ayub,https://github.com/M-Laheem-Ayub,177439152,2024-08,21,147,9,2024–2024
eman-github-code,https://github.com/eman-github-code,178175497,2024-08,19,142,9,2024–2024
Haashir-99,https://github.com/Haashir-99,178870724,2024-08,10,136,9,2024–2024
gwynn-c,https://github.com/gwynn-c,178674911,2024-08,9,131,9,2024–2024
abdullahhrajpoot,https://github.com/abdullahhrajpoot,178323872,2024-08,13,127,9,2024–2024
MaryamNazir1,https://github.com/MaryamNazir1,179402603,2024-08,12,123,9,2024–2024
Areeba-Naeem123,https://github.com/Areeba-Naeem123,178986866,2024-08,8,119,9,2024–2024
HammayalRamzan,https://github.com/HammayalRamzan,179677303,2024-08,27,115,9,2024–2024
usman972,https://github.com/usman972,178011006,2024-08,7,107,9,2024–2024
i-Abdulhaseeb,https://github.com/i-Abdulhaseeb,178925527,2024-08,25,99,9,2024–2024
muhammadtaha0022,https://github.com/muhammadtaha0022,179367051,2024-08,13,90,9,2024–2024
ahmadrasheed8055,https://github.com/ahmadrasheed8055,179598311,2024-08,6,90,9,2024–2024
raheelanjum786,https://github.com/raheelanjum786,179170262,2024-08,45,89,9,2024–2024
saadkhantareen,https://github.com/saadkhantareen,177992788,2024-08,30,89,9,2024–2024
nomanchaudhary,https://github.com/nomanchaudhary,178480094,2024-08,11,88,9,2024–2024
Ammar-ibrahims,https://github.com/Ammar-ibrahims,178778659,2024-08,11,86,9,2024–2024
Killercoder07,https://github.com/Killercoder07,178817850,2024-08,11,85,9,2024–2024
jabran-adeel,https://github.com/jabran-adeel,179014970,2024-08,10,82,9,2024–2024
Rehmanvirk,https://github.com/Rehmanvirk,179233735,2024-08,15,79,9,2024–2024
ayeshakhadam72,https://github.com/ayeshakhadam72,178939238,2024-08,19,72,9,2024–2024
Hasan-Butt,https://github.com/Hasan-Butt,177761752,2024-08,7,71,9,2024–2024
Malik-Touqeer,https://github.com/Malik-Touqeer,178449474,2024-08,26,70,9,2024–2024
InzishKhan,https://github.com/InzishKhan,178266487,2024-08,17,69,9,2024–2024
Fatima-DataScientist,https://github.com/Fatima-DataScientist,177720633,2024-08,24,65,9,2024–2024
SherazYousafDev,https://github.com/SherazYousafDev,178695308,2024-08,20,65,9,2024–2024
Ayesha-gif47,https://github.com/Ayesha-gif47,179164262,2024-08,10,62,9,2024–2024
nadeemkaleem17,https://github.com/nadeemkaleem17,179050555,2024-08,19,61,9,2024–2024
AliAbbas2105,https://github.com/AliAbbas2105,179253554,2024-08,12,61,9,2024–2024
ahmed-dev8250,https://github.com/ahmed-dev8250,179702568,2024-08,10,61,9,2024–2024
Shameer412,https://github.com/Shameer412,178019676,2024-08,7,60,9,2024–2024
mywebnersvg,https://github.com/mywebnersvg,178334130,2024-08,11,59,9,2024–2024
Muazzam-Mahmood,https://github.com/Muazzam-Mahmood,177329531,2024-08,10,57,9,2024–2024
eshafayyaz,https://github.com/eshafayyaz,179855148,2024-08,8,54,9,2024–2024
Abubakar-Shabbir,https://github.com/Abubakar-Shabbir,179403745,2024-08,13,53,9,2024–2024
MohammadShairAli,https://github.com/MohammadShairAli,178094654,2024-08,10,53,9,2024–2024
devtayyab04,https://github.com/devtayyab04,177843873,2024-08,18,48,9,2024–2024
zainabbas-se,https://github.com/zainabbas-se,179130209,2024-08,13,48,9,2024–2024
ahmedgull1,https://github.com/ahmedgull1,179117784,2024-08,32,47,9,2024–2024
saadee1605,https://github.com/saadee1605,178015372,2024-08,9,47,9,2024–2024
Aqsa-Sadaqat,https://github.com/Aqsa-Sadaqat,178311890,2024-08,20,45,9,2024–2024
mshafi6339,https://github.com/mshafi6339,179337643,2024-08,13,45,9,2024–2024
salmanlatif116,https://github.com/salmanlatif116,178867830,2024-08,11,44,9,2024–2024
wizfrit,https://github.com/wizfrit,178736691,2024-08,9,43,9,2024–2024
minahil-asim-baig237,https://github.com/minahil-asim-baig237,179172120,2024-08,20,42,9,2024–2024
hmshb,https://github.com/hmshb,178461758,2024-08,12,41,9,2024–2024
Sharafatali1175,https://github.com/Sharafatali1175,179611970,2024-08,16,40,9,2024–2024
Sirrat21,https://github.com/Sirrat21,177403300,2024-08,14,40,9,2024–2024
Muhammad-Abbas-55,https://github.com/Muhammad-Abbas-55,179520276,2024-08,8,39,9,2024–2024
zahidghotia,https://github.com/zahidghotia,178752822,2024-08,12,38,9,2024–2024
ZohaibAyaz01,https://github.com/ZohaibAyaz01,179119189,2024-08,6,37,9,2024–2024
AbbadMalikk,https://github.com/AbbadMalikk,177457033,2024-08,7,36,9,2024–2024
ZohairAli009,https://github.com/ZohairAli009,178390568,2024-08,7,36,9,2024–2024
junaidshk899,https://github.com/junaidshk899,177317246,2024-08,12,33,9,2024–2024
moazamali92,https://github.com/moazamali92,178012968,2024-08,15,31,9,2024–2024
1-234-cyber,https://github.com/1-234-cyber,178937007,2024-08,9,31,9,2024–2024
AsfandRehman,https://github.com/AsfandRehman,179327459,2024-08,26,30,9,2024–2024
Talhaahmed303,https://github.com/Talhaahmed303,179294599,2024-08,9,29,9,2024–2024
hinanawazz,https://github.com/hinanawazz,177716740,2024-08,12,27,9,2024–2024
M-Salman-Shah,https://github.com/M-Salman-Shah,178731840,2024-08,7,27,9,2024–2024
Punisher-69,https://github.com/Punisher-69,177457657,2024-08,6,27,9,2024–2024
aamnaariff,https://github.com/aamnaariff,178270543,2024-08,6,27,9,2024–2024
mujeeb-mughal1,https://github.com/mujeeb-mughal1,177450585,2024-08,11,26,9,2024–2024
tuaha-shahid,https://github.com/tuaha-shahid,178727638,2024-08,8,26,9,2024–2024
nadeem123-ai,https://github.com/nadeem123-ai,178711691,2024-08,18,23,9,2024–2024
iranaumair,https://github.com/iranaumair,179333028,2024-08,9,23,9,2024–2024
Haseeb-Hassan-x,https://github.com/Haseeb-Hassan-x,179645968,2024-08,13,22,9,2024–2024
abdullahabidali,https://github.com/abdullahabidali,182865523,2024-09,8,381089,9,2024–2024
Ayesha5121472,https://github.com/Ayesha5121472,180530308,2024-09,10,82475,9,2024–2024
Hashir-Qadeer,https://github.com/Hashir-Qadeer,183133475,2024-09,9,3065,9,2024–2024
adilarain00,https://github.com/adilarain00,180179665,2024-09,17,827,9,2024–2024
Zeeshan-Khan1,https://github.com/Zeeshan-Khan1,180170939,2024-09,22,659,9,2024–2024
xeeshan-zs,https://github.com/xeeshan-zs,180097685,2024-09,38,517,9,2024–2024
mjeyz,https://github.com/mjeyz,180803869,2024-09,35,507,9,2024–2024
alihussnain1122,https://github.com/alihussnain1122,181746748,2024-09,48,475,9,2024–2024
luffy-2606,https://github.com/luffy-2606,181657317,2024-09,15,450,9,2024–2024
SheharyarTariq,https://github.com/SheharyarTariq,181748266,2024-09,21,432,9,2024–2024
Bilalwebdev26,https://github.com/Bilalwebdev26,180820138,2024-09,33,423,9,2024–2024
emaaanbutt,https://github.com/emaaanbutt,182200456,2024-09,41,421,9,2024–2024
rayyan2956,https://github.com/rayyan2956,180648934,2024-09,15,372,9,2024–2024
CosmicEmm,https://github.com/CosmicEmm,183423490,2024-09,15,370,9,2024–2024
Abdullah-Naeem-Gill,https://github.com/Abdullah-Naeem-Gill,180220435,2024-09,30,351,9,2024–2024
Yasir349913,https://github.com/Yasir349913,182353799,2024-09,51,333,9,2024–2024
alishair7071,https://github.com/alishair7071,181624967,2024-09,30,331,9,2024–2024
asad7116,https://github.com/asad7116,181062409,2024-09,17,315,9,2024–2024
rummannaqvi,https://github.com/rummannaqvi,182324631,2024-09,21,312,9,2024–2024
RanaZainUlAbiden,https://github.com/RanaZainUlAbiden,181440138,2024-09,13,280,9,2024–2024
NADIR38,https://github.com/NADIR38,180681357,2024-09,13,280,9,2024–2024
ShahzaibDevo,https://github.com/ShahzaibDevo,182541963,2024-09,51,277,9,2024–2024
AhmedNasir7,https://github.com/AhmedNasir7,183390479,2024-09,12,254,9,2024–2024
thealihamza04,https://github.com/thealihamza04,180670785,2024-09,12,248,9,2024–2024
muhammadjamalmatloob,https://github.com/muhammadjamalmatloob,180429019,2024-09,28,243,9,2024–2024
Zohaib-Karamat,https://github.com/Zohaib-Karamat,180724029,2024-09,34,238,9,2024–2024
yasir-ghafar,https://github.com/yasir-ghafar,182479161,2024-09,17,216,9,2024–2024
Toheed-Ali,https://github.com/Toheed-Ali,183200933,2024-09,8,209,9,2024–2024
hammadfarooq-ai,https://github.com/hammadfarooq-ai,183341550,2024-09,107,208,9,2024–2024
zahoor-khan178,https://github.com/zahoor-khan178,180146683,2024-09,7,207,9,2024–2024
AbdullahAmir06,https://github.com/AbdullahAmir06,180859490,2024-09,23,206,9,2024–2024
HaseebSardar286,https://github.com/HaseebSardar286,183252873,2024-09,34,203,9,2024–2024
Farhanullah7873,https://github.com/Farhanullah7873,183054208,2024-09,7,195,9,2024–2024
itx-sherazi,https://github.com/itx-sherazi,180298642,2024-09,34,188,9,2024–2024
MuhammadZain28,https://github.com/MuhammadZain28,180664116,2024-09,15,178,9,2024–2024
Techsynx,https://github.com/Techsynx,180408159,2024-09,32,162,9,2024–2024
Jahanzaib-Gull,https://github.com/Jahanzaib-Gull,180417816,2024-09,12,159,9,2024–2024
tahirdotdev-tdd,https://github.com/tahirdotdev-tdd,181484664,2024-09,31,155,9,2024–2024
ahmedA-gif,https://github.com/ahmedA-gif,180302852,2024-09,51,148,9,2024–2024
m-najeeb,https://github.com/m-najeeb,182793763,2024-09,30,147,9,2024–2024
umar-saleem-7,https://github.com/umar-saleem-7,183225647,2024-09,20,143,9,2024–2024
naeemullah-datascientist,https://github.com/naeemullah-datascientist,182163982,2024-09,14,141,9,2024–2024
Zain-Ali-712,https://github.com/Zain-Ali-712,181464213,2024-09,20,137,9,2024–2024
anas-bin-sabir,https://github.com/anas-bin-sabir,180759115,2024-09,9,136,9,2024–2024
MetavizPro,https://github.com/MetavizPro,182633259,2024-09,50,133,9,2024–2024
Abdullah-608,https://github.com/Abdullah-608,182192024,2024-09,25,128,9,2024–2024
umairali-dev,https://github.com/umairali-dev,180734787,2024-09,11,124,9,2024–2024
AmarWaqar-TSKLI,https://github.com/AmarWaqar-TSKLI,180629589,2024-09,17,118,9,2024–2024
AmnaNaveed189,https://github.com/AmnaNaveed189,181464210,2024-09,15,118,9,2024–2024
Moazam-Alii,https://github.com/Moazam-Alii,181562966,2024-09,13,117,9,2024–2024
tabishmishere,https://github.com/tabishmishere,182001604,2024-09,20,111,9,2024–2024
Suresh-cs-q,https://github.com/Suresh-cs-q,182596786,2024-09,32,102,9,2024–2024
Muhammad-Saad28,https://github.com/Muhammad-Saad28,180460844,2024-09,10,102,9,2024–2024
ahsanmoizz,https://github.com/ahsanmoizz,181505544,2024-09,21,97,9,2024–2024
AbubakarOrakzai,https://github.com/AbubakarOrakzai,181657099,2024-09,7,94,9,2024–2024
haider-abbas72,https://github.com/haider-abbas72,181388261,2024-09,12,91,9,2024–2024
VizAnalystHabiba,https://github.com/VizAnalystHabiba,180059192,2024-09,15,86,9,2024–2024
HassanNawaz14,https://github.com/HassanNawaz14,180554787,2024-09,14,86,9,2024–2024
MUmarMunir533,https://github.com/MUmarMunir533,181535027,2024-09,23,85,9,2024–2024
MutafAkram223,https://github.com/MutafAkram223,180690349,2024-09,46,79,9,2024–2024
usmanDataScientific,https://github.com/usmanDataScientific,182767584,2024-09,34,79,9,2024–2024
MuhammadBilal018,https://github.com/MuhammadBilal018,183264107,2024-09,6,77,9,2024–2024
AHMAD-0702,https://github.com/AHMAD-0702,181829007,2024-09,7,76,9,2024–2024
Laiba-amanat,https://github.com/Laiba-amanat,182545153,2024-09,9,75,9,2024–2024
Muazam10,https://github.com/Muazam10,180834580,2024-09,17,74,9,2024–2024
sm-altamash,https://github.com/sm-altamash,180496097,2024-09,10,72,9,2024–2024
HussnainAshiq-5657,https://github.com/HussnainAshiq-5657,181572187,2024-09,13,71,10,2024–2026
thytalha,https://github.com/thytalha,182010692,2024-09,6,71,10,2024–2026
baasit-abbas,https://github.com/baasit-abbas,180982941,2024-09,37,70,10,2024–2026
jawadahsan131,https://github.com/jawadahsan131,181589674,2024-09,7,70,10,2024–2026
mustafaC0der,https://github.com/mustafaC0der,183081665,2024-09,19,69,10,2024–2026
CybilFa,https://github.com/CybilFa,182199594,2024-09,8,68,10,2024–2026
MuhammadArhaam,https://github.com/MuhammadArhaam,182934198,2024-09,26,65,10,2024–2026
beingkashifali,https://github.com/beingkashifali,183165358,2024-09,20,64,10,2024–2026
Asad996,https://github.com/Asad996,181649309,2024-09,22,61,10,2024–2026
muhammmadalizahid,https://github.com/muhammmadalizahid,180445520,2024-09,19,61,10,2024–2026
RabailFiaz,https://github.com/RabailFiaz,180085115,2024-09,12,61,10,2024–2026
AbdulMateen-javed,https://github.com/AbdulMateen-javed,181282977,2024-09,28,59,10,2024–2026
abu-huraira-abid,https://github.com/abu-huraira-abid,181416054,2024-09,17,58,10,2024–2026
Jwkmk8522,https://github.com/Jwkmk8522,183068368,2024-09,16,58,10,2024–2026
ZainabBibi164,https://github.com/ZainabBibi164,182550444,2024-09,12,58,10,2024–2026
aliasgherit,https://github.com/aliasgherit,180330793,2024-09,8,58,10,2024–2026
Muhammad-Taaha,https://github.com/Muhammad-Taaha,181586581,2024-09,8,57,10,2024–2026
MustafaLatif,https://github.com/MustafaLatif,182370118,2024-09,10,55,10,2024–2026
mazam380,https://github.com/mazam380,181596480,2024-09,29,54,10,2024–2026
atamustafakhan,https://github.com/atamustafakhan,181942227,2024-09,9,52,10,2024–2026
rana-umer-dev,https://github.com/rana-umer-dev,181993665,2024-09,10,51,10,2024–2026
Naqeeb-Bro,https://github.com/Naqeeb-Bro,182733332,2024-09,9,51,10,2024–2026
WajeehaIjaz,https://github.com/WajeehaIjaz,181621186,2024-09,20,50,10,2024–2026
MuhammadQasimTasleem,https://github.com/MuhammadQasimTasleem,180991331,2024-09,15,50,10,2024–2026
muhammad-arslan7,https://github.com/muhammad-arslan7,180812814,2024-09,6,50,10,2024–2026
asadmahmoodx,https://github.com/asadmahmoodx,183047492,2024-09,16,47,10,2024–2026
Aimanijaz1,https://github.com/Aimanijaz1,182223631,2024-09,8,47,10,2024–2026
HassaanRasool,https://github.com/HassaanRasool,180629981,2024-09,7,45,10,2024–2026
Rizwan-zaman38,https://github.com/Rizwan-zaman38,181520254,2024-09,16,41,10,2024–2026
ABDULLAH-G-1,https://github.com/ABDULLAH-G-1,182323774,2024-09,7,40,10,2024–2026
LaibaSaleem043,https://github.com/LaibaSaleem043,182468731,2024-09,16,39,10,2024–2026
HaseebAther,https://github.com/HaseebAther,181770994,2024-09,11,39,10,2024–2026
zain-taseer-developer,https://github.com/zain-taseer-developer,181737041,2024-09,11,39,10,2024–2026
MuhammadUsman95-swl,https://github.com/MuhammadUsman95-swl,181436658,2024-09,6,39,10,2024–2026
AlishaGhaffar,https://github.com/AlishaGhaffar,180441334,2024-09,10,38,10,2024–2026
ArooJ-fatima0301,https://github.com/ArooJ-fatima0301,182534472,2024-09,11,35,10,2024–2026
dev-muneeb-1520,https://github.com/dev-muneeb-1520,181842000,2024-09,10,35,10,2024–2026
MuhammadZainIqbal,https://github.com/MuhammadZainIqbal,180554634,2024-09,8,35,10,2024–2026
munirsons,https://github.com/munirsons,181669118,2024-09,8,35,10,2024–2026
Ibrahim-344,https://github.com/Ibrahim-344,181659574,2024-09,7,35,10,2024–2026
hassan8605,https://github.com/hassan8605,180102647,2024-09,8,34,10,2024–2026
uzairraza73,https://github.com/uzairraza73,181219085,2024-09,13,33,10,2024–2026
malaikaahsan,https://github.com/malaikaahsan,180420390,2024-09,13,32,10,2024–2026
Nimra-Niamat,https://github.com/Nimra-Niamat,181182674,2024-09,10,32,10,2024–2026
Muhaammadali2,https://github.com/Muhaammadali2,181464559,2024-09,7,31,10,2024–2026
mian-farhan,https://github.com/mian-farhan,181976926,2024-09,20,30,10,2024–2026
Saim-Maqsood7,https://github.com/Saim-Maqsood7,182012112,2024-09,10,28,10,2024–2026
ALIYASIR545,https://github.com/ALIYASIR545,182734379,2024-09,9,28,10,2024–2026
HAFIZMUHAMMADUSMANZAHOOR,https://github.com/HAFIZMUHAMMADUSMANZAHOOR,183289748,2024-09,14,26,10,2024–2026
muhammadhamidportfolio,https://github.com/muhammadhamidportfolio,182445169,2024-09,13,26,10,2024–2026
ahmad9547,https://github.com/ahmad9547,180918902,2024-09,8,26,10,2024–2026
mtoqeerzafar,https://github.com/mtoqeerzafar,180396576,2024-09,12,24,10,2024–2026
Muhammmad-Ummar,https://github.com/Muhammmad-Ummar,181626805,2024-09,7,24,10,2024–2026
AbdulHadi-47,https://github.com/AbdulHadi-47,182690141,2024-09,9,23,10,2024–2026
imahmadzohaib,https://github.com/imahmadzohaib,181314245,2024-09,6,23,10,2024–2026
aizad98,https://github.com/aizad98,181233129,2024-09,6,22,10,2024–2026
artahir-dev,https://github.com/artahir-dev,181695684,2024-09,13,21,10,2024–2026
MBadarMurtaza,https://github.com/MBadarMurtaza,186918857,2024-10,45,559,10,2024–2026
maryam-innovates,https://github.com/maryam-innovates,185566823,2024-10,10,558,10,2024–2026
021haseeb,https://github.com/021haseeb,186460664,2024-10,26,359,10,2024–2026
SaadGN,https://github.com/SaadGN,185687994,2024-10,9,357,10,2024–2026
thisnaeem,https://github.com/thisnaeem,183782203,2024-10,66,346,10,2024–2026
codedits,https://github.com/codedits,186810994,2024-10,8,337,10,2024–2026
ByteCraftByLaiba,https://github.com/ByteCraftByLaiba,184988050,2024-10,27,335,10,2024–2026
muneeb-akram74,https://github.com/muneeb-akram74,183483871,2024-10,10,308,10,2024–2026
ashrafdevx,https://github.com/ashrafdevx,184215524,2024-10,13,273,10,2024–2026
hafizabdullahyasir,https://github.com/hafizabdullahyasir,185241705,2024-10,27,254,10,2024–2026
mozumil,https://github.com/mozumil,184168538,2024-10,9,251,10,2024–2026
hozi8-web3,https://github.com/hozi8-web3,183485974,2024-10,22,233,10,2024–2026
zohaib2012,https://github.com/zohaib2012,186877372,2024-10,31,195,10,2024–2026
talhacodess,https://github.com/talhacodess,185072717,2024-10,10,195,10,2024–2026
Abdullah-warraich-ch,https://github.com/Abdullah-warraich-ch,185072416,2024-10,17,193,10,2024–2026
MShayan-Faisal,https://github.com/MShayan-Faisal,185163209,2024-10,22,187,10,2024–2026
sufyan574,https://github.com/sufyan574,184154272,2024-10,14,181,10,2024–2026
masifkhan3,https://github.com/masifkhan3,185401023,2024-10,19,173,10,2024–2026
AhmadFaseeh,https://github.com/AhmadFaseeh,184448719,2024-10,12,154,10,2024–2026
Muhammad124Ahmad,https://github.com/Muhammad124Ahmad,183640481,2024-10,43,152,10,2024–2026
qamarabbas-devops,https://github.com/qamarabbas-devops,186900403,2024-10,12,147,10,2024–2026
hasnain1439,https://github.com/hasnain1439,183495294,2024-10,30,142,10,2024–2026
immuhammadfurqan,https://github.com/immuhammadfurqan,183514196,2024-10,20,141,10,2024–2026
junaidnawaz1,https://github.com/junaidnawaz1,185547346,2024-10,15,141,10,2024–2026
HafizArham71,https://github.com/HafizArham71,185874567,2024-10,15,141,10,2024–2026
DevNebula300,https://github.com/DevNebula300,183517831,2024-10,33,140,10,2024–2026
Syeda-munaza,https://github.com/Syeda-munaza,185396046,2024-10,30,140,10,2024–2026
MuhammadRaffeyUniversity,https://github.com/MuhammadRaffeyUniversity,183613240,2024-10,8,133,10,2024–2026
Faseeh-Ops,https://github.com/Faseeh-Ops,185592621,2024-10,13,131,10,2024–2026
ahk1022,https://github.com/ahk1022,186462438,2024-10,42,130,10,2024–2026
hassanzaheer88,https://github.com/hassanzaheer88,183570743,2024-10,7,130,10,2024–2026
alirazayousaf786,https://github.com/alirazayousaf786,185554374,2024-10,10,129,10,2024–2026
haliarutab24,https://github.com/haliarutab24,186957862,2024-10,40,126,10,2024–2026
SidraSiddique,https://github.com/SidraSiddique,183908932,2024-10,13,126,10,2024–2026
Muhammad-Zohaib-42,https://github.com/Muhammad-Zohaib-42,186459335,2024-10,14,119,10,2024–2026
MuhammadTalha988516,https://github.com/MuhammadTalha988516,186908822,2024-10,9,119,10,2024–2026
Sami-ur-Rehman1073,https://github.com/Sami-ur-Rehman1073,184283320,2024-10,9,119,10,2024–2026
aaish376,https://github.com/aaish376,183624966,2024-10,26,117,10,2024–2026
Asra-Bukhari,https://github.com/Asra-Bukhari,184302674,2024-10,14,117,10,2024–2026
AbbasHafeez,https://github.com/AbbasHafeez,183908057,2024-10,18,114,10,2024–2026
UsmanHaiderWeb,https://github.com/UsmanHaiderWeb,184366956,2024-10,26,112,10,2024–2026
Sheharyar94M,https://github.com/Sheharyar94M,183926489,2024-10,25,106,10,2024–2026
AnasShafiq07,https://github.com/AnasShafiq07,184522940,2024-10,9,106,10,2024–2026
Kazimhaider12,https://github.com/Kazimhaider12,183863530,2024-10,29,102,10,2024–2026
M-Abdullah-Amjad,https://github.com/M-Abdullah-Amjad,184520484,2024-10,26,99,10,2024–2026
asifalidev77,https://github.com/asifalidev77,184554095,2024-10,16,98,10,2024–2026
UnicodeTech-PVT,https://github.com/UnicodeTech-PVT,185941867,2024-10,21,97,10,2024–2026
talibjameel,https://github.com/talibjameel,186904374,2024-10,21,95,10,2024–2026
MHuzaifaAlam,https://github.com/MHuzaifaAlam,186925256,2024-10,8,93,10,2024–2026
HumairAli26,https://github.com/HumairAli26,185322838,2024-10,9,90,10,2024–2026
itzzsaadi,https://github.com/itzzsaadi,186382460,2024-10,12,89,10,2024–2026
muana8877,https://github.com/muana8877,184628915,2024-10,9,86,10,2024–2026
ahsan-builds,https://github.com/ahsan-builds,184577875,2024-10,19,85,10,2024–2026
ichbintayyab,https://github.com/ichbintayyab,184354127,2024-10,7,85,10,2024–2026
Devops544,https://github.com/Devops544,184260380,2024-10,15,83,10,2024–2026
zainaahmed06,https://github.com/zainaahmed06,184652015,2024-10,13,82,10,2024–2026
aliahmed766,https://github.com/aliahmed766,184104538,2024-10,15,80,10,2024–2026
AbdulHanan546,https://github.com/AbdulHanan546,185244220,2024-10,22,79,10,2024–2026
ahmadXplore,https://github.com/ahmadXplore,184738059,2024-10,18,72,10,2024–2026
mehwishnasirb,https://github.com/mehwishnasirb,186920551,2024-10,19,69,10,2024–2026
furqanizgenius,https://github.com/furqanizgenius,186641690,2024-10,17,68,10,2024–2026
uXaamA,https://github.com/uXaamA,183855995,2024-10,12,65,10,2024–2026
aliahmadtahir,https://github.com/aliahmadtahir,183577845,2024-10,9,64,10,2024–2026
usamamuaviadev,https://github.com/usamamuaviadev,186715384,2024-10,43,63,10,2024–2026
sheikhkaifsadiq,https://github.com/sheikhkaifsadiq,186493672,2024-10,6,59,10,2024–2026
Hafiz-Omer-code,https://github.com/Hafiz-Omer-code,185595598,2024-10,11,58,10,2024–2026
Rana-Zayan-001,https://github.com/Rana-Zayan-001,185704017,2024-10,15,57,10,2024–2026
sharjeel262,https://github.com/sharjeel262,183640787,2024-10,25,54,10,2024–2026
HanniaMariya,https://github.com/HanniaMariya,184536402,2024-10,16,53,10,2024–2026
Wareesha381,https://github.com/Wareesha381,185201125,2024-10,13,51,10,2024–2026
SyedAliHamzaBukhari,https://github.com/SyedAliHamzaBukhari,186008778,2024-10,7,51,10,2024–2026
fizzza1,https://github.com/fizzza1,185627290,2024-10,12,50,10,2024–2026
AmeerHamzaDiode,https://github.com/AmeerHamzaDiode,185761727,2024-10,8,50,10,2024–2026
zuhaibkacho14,https://github.com/zuhaibkacho14,183839266,2024-10,15,49,10,2024–2026
Huzaifa-Rana,https://github.com/Huzaifa-Rana,186790964,2024-10,7,49,10,2024–2026
HammadAli64,https://github.com/HammadAli64,184727719,2024-10,23,47,10,2024–2026
Fatima-Haneef,https://github.com/Fatima-Haneef,184758467,2024-10,8,47,10,2024–2026
laibaabbas1,https://github.com/laibaabbas1,184980098,2024-10,36,46,10,2024–2026
UsamaFarooqedu,https://github.com/UsamaFarooqedu,184076650,2024-10,17,46,10,2024–2026
SADDIQUE874,https://github.com/SADDIQUE874,185502913,2024-10,18,45,10,2024–2026
zaeem-collab,https://github.com/zaeem-collab,185273213,2024-10,28,44,10,2024–2026
M-Numan-Anwar,https://github.com/M-Numan-Anwar,185207323,2024-10,25,43,10,2024–2026
Programmingwithrehman,https://github.com/Programmingwithrehman,184852648,2024-10,6,43,10,2024–2026
dad-baloch,https://github.com/dad-baloch,186289441,2024-10,7,42,10,2024–2026
mabbasazam,https://github.com/mabbasazam,184396269,2024-10,12,40,10,2024–2026
abdulmannantariq101,https://github.com/abdulmannantariq101,186161239,2024-10,13,39,10,2024–2026
Abdul-Wahab-Subhani,https://github.com/Abdul-Wahab-Subhani,185252881,2024-10,8,37,10,2024–2026
Usama12362,https://github.com/Usama12362,185063005,2024-10,8,36,10,2024–2026
Muneeb-os,https://github.com/Muneeb-os,183517763,2024-10,11,35,10,2024–2026
Atharfatima,https://github.com/Atharfatima,186964666,2024-10,19,34,10,2024–2026
Usman-Awan345,https://github.com/Usman-Awan345,186151184,2024-10,14,31,10,2024–2026
SyedMominHaider,https://github.com/SyedMominHaider,185223815,2024-10,10,31,10,2024–2026
daniyal-dar,https://github.com/daniyal-dar,183927636,2024-10,19,30,10,2024–2026
hassan-jnr-powersoft,https://github.com/hassan-jnr-powersoft,185595480,2024-10,9,29,10,2024–2026
tehreemmalikkkkk,https://github.com/tehreemmalikkkkk,185846994,2024-10,9,28,10,2024–2026
Samama2005,https://github.com/Samama2005,186097880,2024-10,12,27,10,2024–2026
Usama-Sabir-coder,https://github.com/Usama-Sabir-coder,185588057,2024-10,10,27,10,2024–2026
shehroz03,https://github.com/shehroz03,186301533,2024-10,8,26,10,2024–2026
wajeehajaved01,https://github.com/wajeehajaved01,186462834,2024-10,6,26,10,2024–2026
syed-Ahsan-zaidi,https://github.com/syed-Ahsan-zaidi,184926709,2024-10,17,25,10,2024–2026
hamzazeeshann,https://github.com/hamzazeeshann,184100651,2024-10,9,25,10,2024–2026
TuahaTayyab,https://github.com/TuahaTayyab,183509224,2024-10,7,25,10,2024–2026
Fraz-Rasheed,https://github.com/Fraz-Rasheed,186366203,2024-10,10,23,10,2024–2026
zaidhafeeez,https://github.com/zaidhafeeez,188496560,2024-11,10,32879,10,2024–2026
NxSYED-ux,https://github.com/NxSYED-ux,189741824,2024-11,13,1855,10,2024–2026
W-N-R,https://github.com/W-N-R,189478679,2024-11,11,465,10,2024–2026
Gitasadhubs,https://github.com/Gitasadhubs,188983135,2024-11,62,442,10,2024–2026
abdulahad-2,https://github.com/abdulahad-2,189211242,2024-11,14,439,10,2024–2026
NasirSultan,https://github.com/NasirSultan,188371999,2024-11,25,331,10,2024–2026
muhammadowais87,https://github.com/muhammadowais87,189617050,2024-11,13,329,10,2024–2026
mumer2650,https://github.com/mumer2650,187772862,2024-11,36,243,10,2024–2026
Adnan040404,https://github.com/Adnan040404,188809152,2024-11,45,242,10,2024–2026
L1F21BSSE0089,https://github.com/L1F21BSSE0089,190119601,2024-11,10,214,10,2024–2026
haseebarshad17,https://github.com/haseebarshad17,189439946,2024-11,21,201,10,2024–2026
hassimalik,https://github.com/hassimalik,187800985,2024-11,33,165,10,2024–2026
YousafAlahi,https://github.com/YousafAlahi,189106343,2024-11,20,165,10,2024–2026
